Hero ID,Nama Hero,Win Rate,Pick Rate,Ban Rate,Speciality,Rank Filter,Timeframe,Data Date,Image URL
59,Uranus,50.69%,0.48%,1.78%,Regen,ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2e15a0a506aaecd9b3de40a8cc9f7ec7.png
66,Vale,49.95%,0.56%,0.34%,"Burst, Crowd Control",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2a7a8d1531a1c4f8524880413535348d.png
110,Valentina,43.01%,0.11%,0.17%,"Burst, Finisher",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24837021ec9d7aaf41b13fa55b6d13c9.png
57,Valir,51.73%,0.84%,1.24%,"Damage, Guard",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bf16690876761b80822df90eb3320d69.png
38,Vexana,51.93%,2%,1.95%,"Poke, Control",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_743edd1702084c4ed247908d698bca77.png
89,Wanwan,48.57%,0.27%,2.01%,"Finisher, Burst",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_44bfa1dc44deb8d7620605faaa9ffae7.png
83,X.Borg,50.8%,1.17%,10.25%,"Regen, Burst",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_efe9c7ed8d8f84f1bb0f88a3e08de5fc.png
115,Xavier,50.45%,0.92%,0.61%,"Damage, Burst",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_df0a8dfc494f85ed9bbc4512cc1e5d3c.png
30,Yi Sun-shin,50.2%,1.12%,42.5%,"Finisher, Chase",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_961378be3f498d42c25b3defd1635ad1.png
113,Yin,49.19%,0.76%,5.33%,"Burst, Control",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_ee1c12c84f49514a30e405fb5c617796.png
95,Yu Zhong,50.9%,1.31%,8.3%,"Regen, Damage",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_9823ce4fe5eb89c0082b24f6d5ea67f6.png
101,Yve,53.61%,0.27%,1.01%,"Poke, Burst",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_d9b0a1d92b1c4b3643d6332fd66aa8e6.png
129,Zetian,49.64%,0.86%,4.33%,"Damage, Crowd Control",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_90/100_8d965f05f84621a51f799aeb8fb5f4c4.png
50,Zhask,49.53%,0.29%,0.4%,"Chase, Damage",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d8f170087cb2d5b71bb22a0a4664a927.png
125,Zhuxin,50.24%,0.32%,3.45%,"Damage, Crowd Control",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_595f85bc90df3889c711c6b1f02dc02d.png
16,Zilong,47.17%,0.8%,0.6%,"Chase, Damage",ALL,Past 1 day,2025-12-18T13:00:26.000Z,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9db57da4f0daef6d432676e4f19101ed.png
